ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Prob
ALL_BATCH_2.3792.1_ORF_2	3083	-	1	1259	1017	243	1.1015	-0.41321149797672	3.72635354491469e-06
ALL_BATCH_2.3792.1_ORF_3	3083	-	3	2100	1930	171	0.8296	0.806894016959658	5.51090734316327e-06
ALL_BATCH_2.3792.1_ORF_4	3083	+	3	981	1139	159	1.0756	0.114604208502675	9.81901887611981e-07
ALL_BATCH_2.3792.1_ORF_5	3083	-	1	1427	1272	156	1.0602	0.309665813666809	1.38509395015608e-06
ALL_BATCH_2.3792.4_ORF_1	1574	+	3	357	629	273	0.9818	1.17197802914869	0.521536688886551
ALL_BATCH_2.3792.4_ORF_2	1574	-	3	1032	871	162	0.8195	0.926086200341951	0.0186641427463193
ALL_BATCH_2.3792.4_ORF_3	1574	-	3	528	379	150	1.0628	-0.121976492169446	0.0014900037427657
ALL_BATCH_2.3792.4_ORF_4	1574	+	2	629	769	141	0.6284	0.712976286622208	0.00517442735200832
ALL_BATCH_2.3792.4_ORF_5	1574	-	1	704	597	108	0.6582	0.602226465380034	0.00153590872457896
ALL_BATCH_2.3792.5_ORF_1	2001	+	3	1581	1829	249	0.9088	1.19784404493607	0.0497732791206815
ALL_BATCH_2.3792.5_ORF_2	2001	+	2	314	472	159	0.6767	0.220229407442962	0.000299519446665394
ALL_BATCH_2.3792.5_ORF_3	2001	-	1	1752	1603	150	1.0628	-0.121976492169446	0.000148572864919267
ALL_BATCH_2.3792.5_ORF_4	2001	-	3	1960	1874	87	1.1278	1.06606936533755	0.00036469182861461
ALL_BATCH_2.3792.5_ORF_5	2001	+	2	1460	1540	81	0.8931	0.399984417658306	5.30967220833922e-05
ALL_BATCH_2.3792.6_ORF_1	777	+	3	357	605	249	0.9088	1.19784404493607	0.974992325600671
ALL_BATCH_2.3792.6_ORF_2	777	-	1	528	379	150	1.0628	-0.121976492169446	0.0995874150999356
ALL_BATCH_2.3792.6_ORF_3	777	-	3	736	650	87	1.1278	1.06606936533755	0.213555747537472
ALL_BATCH_2.3792.6_ORF_4	777	+	2	626	706	81	0.555	1.19685156893556	0.15306530317944
ALL_BATCH_2.3816.2_ORF_1	584	-	3	273	148	126	0.8802	0.505188335075174	0.3528066940328
ALL_BATCH_2.3816.2_ORF_2	584	+	1	406	504	99	0.7434	1.07830890441995	0.443634586869642
ALL_BATCH_2.3827.1_ORF_1	4655	+	3	102	1436	1335	0.9614	1.11884102943379	0.999999749037561
ALL_BATCH_2.3827.1_ORF_2	4655	+	3	3363	4565	1203	0.9888	0.919285844338909	0.999979599117333
ALL_BATCH_2.3827.1_ORF_3	4655	-	3	2763	2497	267	0.8965	0.834844034742134	2.29020353423569e-08
ALL_BATCH_2.3827.1_ORF_4	4655	+	2	2687	2914	228	0.8572	0.441382860453402	2.77139819798292e-09
ALL_BATCH_2.3827.1_ORF_5	4655	-	1	4214	4011	204	1.0464	-0.447268998925115	2.08110788133284e-10
ALL_BATCH_2.3831.1_ORF_1	1396	-	1	1021	830	192	0.5311	0.856847240889657	0.0741672621551648
ALL_BATCH_2.3831.1_ORF_2	1396	-	3	1151	981	171	0.4715	0.805070978809866	0.0345897548040017
ALL_BATCH_2.3831.1_ORF_3	1396	+	1	169	288	120	0.8139	0.926402302458655	0.013835313310055
ALL_BATCH_2.3831.1_ORF_4	1396	-	2	264	163	102	0.7905	0.0498170695714485	0.00106524885496035
ALL_BATCH_2.3831.1_ORF_5	1396	+	3	63	149	87	0.6048	0.295052655446273	0.00100537691498631
ALL_BATCH_2.3836.1_ORF_1	935	-	1	896	723	174	0.7313	0.322913433672176	0.165574879777737
ALL_BATCH_2.3836.1_ORF_2	935	+	1	763	906	144	0.8337	0.678924601263638	0.167168137016649
ALL_BATCH_2.3836.1_ORF_3	935	+	2	623	721	99	0.6892	0.481317193269187	0.0280679566822766
ALL_BATCH_2.3836.1_ORF_4	935	-	3	852	766	87	0.7332	0.369472072512274	0.015959430928217
ALL_BATCH_2.3838.1_ORF_1	1816	+	1	259	1695	1437	1.1314	1.03228748423717	1
ALL_BATCH_2.3838.1_ORF_2	1816	+	3	783	1007	225	0.8725	-0.134342203845703	0.00312281709090113
ALL_BATCH_2.3838.1_ORF_3	1816	+	3	1671	1796	126	0.6371	0.594748016051303	0.000688400760803301
ALL_BATCH_2.3838.1_ORF_4	1816	-	2	1044	934	111	1.0674	0.0191486419546959	0.000173765297118635
ALL_BATCH_2.3838.1_ORF_5	1816	-	3	839	738	102	0.9061	0.208524736783176	0.000176636416920231
ALL_BATCH_2.3838.2_ORF_1	1967	+	2	1118	1846	729	1.1016	1.17172193001162	0.999992257922312
ALL_BATCH_2.3838.2_ORF_2	1967	+	1	259	759	501	0.9905	1.0429539952571	0.989255473370624
ALL_BATCH_2.3838.2_ORF_3	1967	+	1	862	1050	189	0.6727	0.154940478150645	0.00075953915194922
ALL_BATCH_2.3838.2_ORF_4	1967	+	2	848	991	144	0.8591	0.391774184407255	0.000402412060596652
ALL_BATCH_2.3838.2_ORF_5	1967	+	1	1822	1947	126	0.6371	0.594748016051303	0.000304600536307105
ALL_BATCH_2.3839.1_ORF_1	1415	+	1	919	1071	153	0.7648	0.212631477877642	0.00628179644939208
ALL_BATCH_2.3840.1_ORF_1	664	+	1	10	120	111	0.422	0.849225621802193	0.245883300629691
ALL_BATCH_2.3843.1_ORF_1	1505	+	3	222	857	636	1.1144	1.05215211585249	0.999986440695093
ALL_BATCH_2.3843.1_ORF_2	1505	+	2	1025	1183	159	0.934	1.0249159392064	0.0339914860871914
ALL_BATCH_2.3843.1_ORF_3	1505	-	2	850	728	123	0.8274	0.623569333260141	0.00428247286498899
ALL_BATCH_2.3843.1_ORF_4	1505	-	3	984	868	117	0.5736	0.752433759384111	0.00380851679605575
ALL_BATCH_2.3843.1_ORF_5	1505	+	2	401	511	111	1.1911	0.0140535576634399	0.00103192820382072
ALL_BATCH_2.3843.2_ORF_1	1454	+	3	171	806	636	1.1144	1.05215211585249	0.999989706045956
ALL_BATCH_2.3843.2_ORF_2	1454	+	2	974	1132	159	0.934	1.0249159392064	0.0442964592237136
ALL_BATCH_2.3843.2_ORF_3	1454	-	2	799	677	123	0.8274	0.623569333260141	0.00563328425987215
ALL_BATCH_2.3843.2_ORF_4	1454	-	3	933	817	117	0.5736	0.752433759384111	0.00501058152493866
ALL_BATCH_2.3843.2_ORF_5	1454	+	2	350	460	111	1.1911	0.0140535576634399	0.00135882635710448
ALL_BATCH_2.3856.1_ORF_1	2970	-	2	1826	723	1104	0.9416	0.892996844192183	0.999999950707589
ALL_BATCH_2.3856.1_ORF_2	2970	+	2	1772	1912	141	0.5692	1.01823313835328	5.27016907072501e-06
ALL_BATCH_2.3856.1_ORF_3	2970	+	2	2321	2449	129	0.6578	0.886433445183024	2.94560923392911e-06
ALL_BATCH_2.3856.1_ORF_4	2970	+	1	1354	1473	120	0.9789	0.916610210443372	3.23835691659282e-06
ALL_BATCH_2.3856.1_ORF_5	2970	-	3	667	554	114	0.4532	0.604884882295125	8.14054337289181e-07
ALL_BATCH_2.3865.1_ORF_1	1292	+	2	563	1123	561	1.0328	1.10918341244802	0.999961407706083
ALL_BATCH_2.3865.1_ORF_2	1292	-	3	1050	901	150	1.2075	0.717308893244729	0.0510866488379401
ALL_BATCH_2.3865.1_ORF_3	1292	-	1	656	516	141	0.96	0.440185711873423	0.0170071789390012
ALL_BATCH_2.3865.1_ORF_4	1292	+	3	594	725	132	1.0524	-0.339628360227415	0.00238903328244907
ALL_BATCH_2.3865.1_ORF_5	1292	+	3	729	860	132	0.9845	-0.12124068553442	0.00370236511599237
ALL_BATCH_2.3869.1_ORF_1	4174	+	1	1735	3936	2202	0.9666	1.20679472919877	1
ALL_BATCH_2.3869.1_ORF_2	4174	+	1	523	1248	726	0.8166	0.949944431486234	0.265722795612939
ALL_BATCH_2.3869.1_ORF_3	4174	-	3	3608	3108	501	0.8634	1.02131135673074	0.000516866146964179
ALL_BATCH_2.3869.1_ORF_4	4174	+	2	3290	3490	201	1.1474	0.505345216648145	2.5057981920549e-08
ALL_BATCH_2.3869.1_ORF_5	4174	-	3	3044	2901	144	1.0664	1.03308643805004	1.41191154534077e-08
ALL_BATCH_2.3869.2_ORF_1	4176	+	3	1737	3938	2202	0.9666	1.20679472919877	1
ALL_BATCH_2.3869.2_ORF_2	4176	+	3	525	1250	726	0.8166	0.949944431486234	0.263619990880048
ALL_BATCH_2.3869.2_ORF_3	4176	-	3	3610	3110	501	0.8634	1.02131135673074	0.000511314470952644
ALL_BATCH_2.3869.2_ORF_4	4176	+	1	3292	3492	201	1.1474	0.505345216648145	2.47886956425068e-08
ALL_BATCH_2.3869.2_ORF_5	4176	-	3	3046	2903	144	1.0664	1.03308643805004	1.39673839970241e-08
ALL_BATCH_2.3869.3_ORF_1	4305	+	3	1866	4067	2202	0.9666	1.20679472919877	1
ALL_BATCH_2.3869.3_ORF_2	4305	+	3	654	1379	726	0.8166	0.949944431486234	0.15133866685483
ALL_BATCH_2.3869.3_ORF_3	4305	-	3	3739	3239	501	0.8634	1.02131135673074	0.000254764366075614
ALL_BATCH_2.3869.3_ORF_4	4305	+	1	3421	3621	201	1.1474	0.505345216648145	1.23478918957892e-08
ALL_BATCH_2.3869.3_ORF_5	4305	-	3	3175	3032	144	1.0664	1.03308643805004	6.95751600700709e-09
ALL_BATCH_2.3870.1_ORF_1	3153	+	1	670	2379	1710	0.9021	1.24733299787011	1
ALL_BATCH_2.3870.1_ORF_2	3153	-	2	2057	1854	204	0.8061	0.945169045424086	1.36792308113073e-05
ALL_BATCH_2.3870.1_ORF_3	3153	+	3	2898	3050	153	0.6778	0.632525200222195	1.28066531131622e-06
ALL_BATCH_2.3870.1_ORF_4	3153	-	2	1547	1404	144	0.7074	0.845931410425152	1.64017835053924e-06
ALL_BATCH_2.3870.1_ORF_5	3153	+	1	2674	2814	141	0.6993	0.6041631822226	8.53485085430143e-07
ALL_BATCH_2.3870.2_ORF_1	3194	+	3	1230	2420	1191	0.9054	1.20179889143033	0.99999999383775
ALL_BATCH_2.3870.2_ORF_2	3194	+	1	670	1167	498	0.9922	1.31706558725028	0.172979645908124
ALL_BATCH_2.3870.2_ORF_3	3194	-	2	2098	1895	204	0.8061	0.945169045424086	1.09614579031954e-05
ALL_BATCH_2.3870.2_ORF_4	3194	+	2	2939	3091	153	0.6778	0.632525200222195	1.0262217599203e-06
ALL_BATCH_2.3870.2_ORF_5	3194	-	2	1588	1445	144	0.7074	0.845931410425152	1.3143065708331e-06
ALL_BATCH_2.3870.3_ORF_1	3200	+	3	717	2426	1710	0.9021	1.24733299787011	1
ALL_BATCH_2.3870.3_ORF_2	3200	-	2	2104	1901	204	0.8061	0.945169045424086	1.06118529374357e-05
ALL_BATCH_2.3870.3_ORF_3	3200	+	2	2945	3097	153	0.6778	0.632525200222195	9.93491107004882e-07
ALL_BATCH_2.3870.3_ORF_4	3200	-	2	1594	1451	144	0.7074	0.845931410425152	1.27238765829696e-06
ALL_BATCH_2.3870.3_ORF_5	3200	+	3	2721	2861	141	0.6993	0.6041631822226	6.6210098268473e-07
ALL_BATCH_2.3872.2_ORF_1	1483	+	1	100	813	714	0.9666	1.23151271744858	0.999999122453787
ALL_BATCH_2.3872.2_ORF_2	1483	+	2	1121	1390	270	0.6435	0.766913690910972	0.319771581396045
ALL_BATCH_2.3872.2_ORF_3	1483	+	2	773	994	222	0.736	0.596756640550585	0.0756899474458965
ALL_BATCH_2.3872.2_ORF_4	1483	-	1	346	251	96	0.5407	0.170582931647743	0.00058332576312746
ALL_BATCH_2.3872.2_ORF_5	1483	-	1	493	401	93	0.8498	0.184159950564831	0.000730958239980116
ALL_BATCH_2.3876.2_ORF_1	4486	+	3	324	4361	4038	0.9978	1.05639829459513	1
ALL_BATCH_2.3876.2_ORF_2	4486	+	1	3580	3819	240	0.8953	0.110082631206949	4.78943720626107e-09
ALL_BATCH_2.3876.2_ORF_3	4486	-	1	3772	3533	240	0.8381	0.900926108386992	2.7976677578099e-08
ALL_BATCH_2.3876.2_ORF_4	4486	-	3	4280	4053	228	0.8997	-0.18346770829357	1.70806645679625e-09
ALL_BATCH_2.3876.2_ORF_5	4486	-	2	900	676	225	0.8863	0.195322751628865	3.68219633781133e-09
ALL_BATCH_2.3876.3_ORF_1	4543	+	3	324	4418	4095	0.9978	1.05673733569169	1
ALL_BATCH_2.3876.3_ORF_2	4543	+	1	3637	3876	240	0.8953	0.110082631206949	3.52006444810191e-09
ALL_BATCH_2.3876.3_ORF_3	4543	-	1	3829	3590	240	0.8381	0.900926108386992	2.05618540306028e-08
ALL_BATCH_2.3876.3_ORF_4	4543	-	3	4337	4110	228	0.8997	-0.18346770829357	1.25536754021823e-09
ALL_BATCH_2.3876.3_ORF_5	4543	-	2	957	733	225	0.8863	0.195322751628865	2.70628214916626e-09
ALL_BATCH_2.3880.1_ORF_1	6516	-	3	5440	2501	2940	1.0333	0.964315565492899	1
ALL_BATCH_2.3880.1_ORF_2	6516	+	3	309	1814	1506	1.0042	1.08639673668084	0.999964468415944
ALL_BATCH_2.3880.1_ORF_3	6516	+	2	3857	4234	378	1.1532	-0.966647542760764	5.57139588781494e-13
ALL_BATCH_2.3880.1_ORF_4	6516	+	1	3490	3840	351	1.253	0.269356499296673	4.64964684104827e-12
ALL_BATCH_2.3880.1_ORF_5	6516	+	1	3901	4161	261	1.1586	-0.0197311030814756	1.46940158226038e-13
ALL_BATCH_2.3880.3_ORF_1	4593	-	1	3567	628	2940	1.0333	0.964315565492899	1
ALL_BATCH_2.3880.3_ORF_2	4593	+	1	1984	2361	378	1.1532	-0.966647542760764	1.81018283465198e-08
ALL_BATCH_2.3880.3_ORF_3	4593	+	3	1617	1967	351	1.253	0.269356499296673	1.51070036113334e-07
ALL_BATCH_2.3880.3_ORF_4	4593	+	3	2028	2288	261	1.1586	-0.0197311030814756	4.77418157033948e-09
ALL_BATCH_2.3880.3_ORF_5	4593	-	2	2903	2655	249	1.2074	-0.635517427837734	8.45734039689388e-10
ALL_BATCH_2.3888.4_ORF_1	2990	+	3	2172	2990	819	1.0044	1.20320957451051	0.999867427863672
ALL_BATCH_2.3888.4_ORF_2	2990	+	1	1546	1965	420	1.0252	1.16856866554313	0.0424429709485319
ALL_BATCH_2.3888.4_ORF_3	2990	-	2	2893	2720	174	1.035	0.649681798348932	8.39032817585831e-06
ALL_BATCH_2.3888.4_ORF_4	2990	-	3	825	670	156	0.4456	0.614433440322191	2.61861387521956e-06
ALL_BATCH_2.3888.4_ORF_5	2990	-	1	1019	897	123	0.8392	0.623420531347049	1.42563895114056e-06
ALL_BATCH_2.3893.1_ORF_1	1393	+	1	1	732	732	1.1705	0.175836541705046	0.999997052180826
ALL_BATCH_2.3893.1_ORF_2	1393	-	2	597	1	597	1.2637	-0.872225153444268	0.998267953537569
ALL_BATCH_2.3893.1_ORF_3	1393	+	3	36	578	543	1.1965	-0.81061808565392	0.991954224639528
ALL_BATCH_2.3893.1_ORF_4	1393	-	3	995	888	108	0.9104	0.404869020301226	0.00326700197068149
ALL_BATCH_2.3893.1_ORF_5	1393	+	3	1272	1361	90	0.6443	0.543878508517728	0.00205215852996368
ALL_BATCH_2.3896.1_ORF_1	5014	-	1	1414	236	1179	0.9614	1.3361249786869	0.999885226654867
ALL_BATCH_2.3896.1_ORF_2	5014	-	1	3853	3098	756	0.8601	1.03279650147524	0.0118575165909425
ALL_BATCH_2.3896.1_ORF_3	5014	-	3	4964	4386	579	0.9614	1.16249881440894	8.71589436609752e-05
ALL_BATCH_2.3896.1_ORF_4	5014	-	2	2199	1747	453	0.7566	0.857876241627995	8.14369549056146e-07
ALL_BATCH_2.3896.1_ORF_5	5014	-	3	2747	2526	222	0.5484	0.861311731897079	6.57349649958493e-10
ALL_BATCH_2.3900.1_ORF_1	2079	+	2	14	1459	1446	1.0169	0.974980527779246	1
ALL_BATCH_2.3900.1_ORF_2	2079	+	2	1700	1945	246	0.736	1.17412070333962	0.0247378592252447
ALL_BATCH_2.3900.1_ORF_3	2079	-	2	311	138	174	1.1078	-0.360871000152257	0.00012065581391459
ALL_BATCH_2.3900.1_ORF_4	2079	-	2	683	555	129	1.0702	0.300294733784727	0.000137869548450517
ALL_BATCH_2.3900.1_ORF_5	2079	+	3	594	704	111	0.9939	0.136598721692877	5.13808041700178e-05
ALL_BATCH_2.3904.1_ORF_1	1556	+	1	1	1041	1041	1.0252	1.05041003763367	0.999999999898502
ALL_BATCH_2.3904.1_ORF_2	1556	+	2	947	1123	177	0.7713	0.455155459556334	0.0105471737460285
ALL_BATCH_2.3904.1_ORF_3	1556	+	2	668	838	171	1.0802	-0.117030997613246	0.00316600041435424
ALL_BATCH_2.3904.1_ORF_4	1556	+	3	1146	1256	111	0.736	0.846315174625687	0.00348047888181782
ALL_BATCH_2.3904.1_ORF_5	1556	-	1	635	546	90	0.8387	0.752620357716636	0.00164461895898555
ALL_BATCH_2.3905.2_ORF_1	5885	+	2	1898	2485	588	0.9954	1.28793403392451	1.42233395433551e-06
ALL_BATCH_2.3905.2_ORF_2	5885	-	3	3768	3412	357	1.0252	1.30831797175051	1.48621992478262e-09
ALL_BATCH_2.3905.2_ORF_3	5885	-	2	3103	2894	210	0.7073	0.636220317312825	2.8615099387635e-12
ALL_BATCH_2.3905.2_ORF_4	5885	-	1	5096	4893	204	0.8983	0.65522129503848	2.9763772737857e-12
ALL_BATCH_2.3905.2_ORF_5	5885	+	3	6	197	192	0.6932	0.489697585085444	1.17465159388703e-12
ALL_BATCH_2.3905.3_ORF_1	3011	+	2	1898	2485	588	0.9954	1.28793403392451	0.887267320267164
ALL_BATCH_2.3905.3_ORF_2	3011	+	3	6	197	192	0.6932	0.489697585085444	6.49993044426089e-06
ALL_BATCH_2.3905.3_ORF_3	3011	+	3	858	1013	156	0.4818	0.561680177701056	2.14103314220532e-06
ALL_BATCH_2.3905.3_ORF_4	3011	+	3	528	674	147	0.8478	0.840709167777373	4.34634937392259e-06
ALL_BATCH_2.3905.3_ORF_5	3011	+	3	1482	1610	129	0.736	0.483259236676127	1.00421131817741e-06
ALL_BATCH_2.3905.4_ORF_1	2941	+	1	1828	2415	588	0.9954	1.28793403392451	0.919922244974484
ALL_BATCH_2.3905.4_ORF_2	2941	+	3	858	1067	210	0.7386	0.451551795118829	1.556020089237e-05
ALL_BATCH_2.3905.4_ORF_3	2941	+	3	6	197	192	0.6932	0.489697585085444	9.48728589729975e-06
ALL_BATCH_2.3905.4_ORF_4	2941	+	3	528	674	147	0.8478	0.840709167777373	6.34392941394844e-06
ALL_BATCH_2.3905.4_ORF_5	2941	+	2	1412	1540	129	0.736	0.483259236676127	1.46574859883209e-06
ALL_BATCH_2.3905.6_ORF_1	1745	+	3	1158	1745	588	0.9954	1.28793403392451	0.999863969391392
ALL_BATCH_2.3905.6_ORF_2	1745	+	3	6	197	192	0.6932	0.489697585085444	0.0060336875925543
ALL_BATCH_2.3905.6_ORF_3	1745	+	3	858	1022	165	0.4886	0.44824447514113	0.00202736510174705
ALL_BATCH_2.3905.6_ORF_4	1745	+	3	528	674	147	0.8478	0.840709167777373	0.00404265687049264
ALL_BATCH_2.3905.6_ORF_5	1745	+	2	755	874	120	0.8279	0.851930117034795	0.00181421349304358
ALL_BATCH_2.3907.1_ORF_1	3625	-	1	1129	968	162	0.524	0.562815787785559	9.69010599782819e-08
ALL_BATCH_2.3907.1_ORF_2	3625	+	2	2744	2890	147	0.5671	0.431225115065234	4.74850162978822e-08
ALL_BATCH_2.3907.1_ORF_3	3625	+	3	972	1106	135	0.3916	0.736093928551152	5.67732478844114e-08
ALL_BATCH_2.3907.1_ORF_4	3625	-	1	3262	3134	129	0.736	0.483259236676127	3.64127666102323e-08
ALL_BATCH_2.3907.1_ORF_5	3625	-	3	3020	2907	114	0.7482	0.290502070682845	1.50684696928084e-08
ALL_BATCH_2.3907.2_ORF_1	3626	-	2	1129	968	162	0.524	0.562815787785559	9.63789786602106e-08
ALL_BATCH_2.3907.2_ORF_2	3626	+	3	2745	2891	147	0.5671	0.431225115065234	4.7229177598889e-08
ALL_BATCH_2.3907.2_ORF_3	3626	+	3	972	1106	135	0.3916	0.736093928551152	5.6467366263753e-08
ALL_BATCH_2.3907.2_ORF_4	3626	-	1	3263	3135	129	0.736	0.483259236676127	3.62165827260264e-08
ALL_BATCH_2.3907.2_ORF_5	3626	-	3	3021	2908	114	0.7482	0.290502070682845	1.49872841293005e-08
ALL_BATCH_2.3907.3_ORF_1	3583	-	1	1129	968	162	0.524	0.562815787785559	1.21581994288604e-07
ALL_BATCH_2.3907.3_ORF_2	3583	+	2	2702	2848	147	0.5671	0.431225115065234	5.9579565530889e-08
ALL_BATCH_2.3907.3_ORF_3	3583	+	3	972	1106	135	0.3916	0.736093928551152	7.12335321422095e-08
ALL_BATCH_2.3907.3_ORF_4	3583	-	1	3220	3092	129	0.736	0.483259236676127	4.56871870259883e-08
ALL_BATCH_2.3907.3_ORF_5	3583	-	3	2978	2865	114	0.7482	0.290502070682845	1.89064457574053e-08
ALL_BATCH_2.3911.1_ORF_1	1281	+	1	1	1101	1101	0.934	1.14609764084375	0.999999999996692
ALL_BATCH_2.3911.1_ORF_2	1281	-	3	1006	854	153	1.0664	0.199305000587968	0.0164190037623875
ALL_BATCH_2.3911.1_ORF_3	1281	-	3	172	23	150	0.9402	0.374928567716184	0.0199291270714228
ALL_BATCH_2.3911.1_ORF_4	1281	-	3	448	359	90	1.13	0.424043914066072	0.004452294776403
ALL_BATCH_2.3911.1_ORF_5	1281	-	1	288	208	81	0.9203	-0.338525186569472	0.000487389666946549
ALL_BATCH_2.3932.1_ORF_1	2169	+	2	1322	1762	441	1.1367	0.739767581803514	0.744023396018424
ALL_BATCH_2.3932.1_ORF_2	2169	+	2	125	406	282	0.9245	0.643270736164897	0.0158938370376681
ALL_BATCH_2.3932.1_ORF_3	2169	+	1	748	957	210	1.0888	0.855661736579907	0.00350912362735595
ALL_BATCH_2.3932.1_ORF_4	2169	+	3	1473	1625	153	1.1826	-0.636516014488838	2.2453539594523e-05
ALL_BATCH_2.3932.1_ORF_5	2169	+	3	294	437	144	0.9306	-0.248156984121598	3.31695640246866e-05
ALL_BATCH_2.3934.1_ORF_1	1359	+	1	493	1161	669	0.9416	1.21883963251319	0.999998172016277
ALL_BATCH_2.3934.1_ORF_2	1359	-	1	123	1	123	0.9092	0.694279607239216	0.0118636469470404
ALL_BATCH_2.3934.1_ORF_3	1359	-	1	1317	1201	117	0.5416	0.736103957954904	0.00780652085301075
ALL_BATCH_2.3934.1_ORF_4	1359	-	2	881	774	108	0.7902	0.749994181746886	0.00773367403355637
ALL_BATCH_2.3935.1_ORF_1	791	-	2	757	653	105	0.7018	0.685125687061729	0.108468400690023
ALL_BATCH_2.3935.1_ORF_2	791	+	1	403	495	93	0.5522	-0.291072087951994	0.00778053796891807
ALL_BATCH_2.3938.1_ORF_1	3755	+	2	2864	3691	828	0.973	0.984430329202837	0.98937669951857
ALL_BATCH_2.3938.1_ORF_2	3755	+	2	1826	2575	750	0.9678	1.09706665000995	0.920222563977813
ALL_BATCH_2.3938.1_ORF_3	3755	-	3	3066	2785	282	0.7079	0.403377884069985	1.44883263405829e-06
ALL_BATCH_2.3938.1_ORF_4	3755	-	1	2612	2394	219	0.736	0.180085429611378	1.34152322027929e-07
ALL_BATCH_2.3938.1_ORF_5	3755	-	3	2514	2338	177	0.881	0.746743624549535	1.59718745820127e-07
ALL_BATCH_2.3939.1_ORF_1	4060	+	2	1268	2308	1041	0.9978	1.26433263404753	0.999952271964914
ALL_BATCH_2.3939.1_ORF_2	4060	-	2	3999	3334	666	0.9021	1.16381252524119	0.163503238320887
ALL_BATCH_2.3939.1_ORF_3	4060	-	2	2952	2347	606	0.9614	1.2098707180903	0.0364730008518419
ALL_BATCH_2.3939.1_ORF_4	4060	-	2	2265	2119	147	0.8634	1.19461243184352	3.43910749992043e-08
ALL_BATCH_2.3939.1_ORF_5	4060	-	2	1386	1240	147	0.6785	0.525733903656407	6.23513527303048e-09
ALL_BATCH_2.3939.2_ORF_1	2582	+	2	1238	2278	1041	0.9978	1.26433263404753	0.999999983740825
ALL_BATCH_2.3939.2_ORF_2	2582	-	3	2556	2317	240	1.0038	1.15111965675519	0.0016952959895922
ALL_BATCH_2.3939.2_ORF_3	2582	-	3	1356	1177	180	0.9562	0.527606802081441	6.39595552062301e-05
ALL_BATCH_2.3939.2_ORF_4	2582	-	3	2235	2089	147	0.8634	1.19461243184352	0.000100947993312034
ALL_BATCH_2.3939.2_ORF_5	2582	-	2	2188	2060	129	0.6455	0.24712513547956	5.45068206202761e-06
ALL_BATCH_2.3944.1_ORF_1	392	+	1	148	303	156	0.9418	1.28947369776275	0.960489277400688
ALL_BATCH_2.3950.1_ORF_1	2212	+	1	1276	1530	255	0.9468	1.07265416489247	0.0153428921235141
ALL_BATCH_2.3950.1_ORF_2	2212	+	3	924	1100	177	0.7778	0.578259870536559	0.000411081137393256
ALL_BATCH_2.3950.1_ORF_3	2212	-	1	472	302	171	0.4566	0.684857089565006	0.000326314073850247
ALL_BATCH_2.3950.1_ORF_4	2212	+	2	866	1012	147	0.6873	0.713234595128943	0.000209518871789615
ALL_BATCH_2.3950.1_ORF_5	2212	+	3	348	491	144	0.4549	0.58196940711649	0.000114329721569593
ALL_BATCH_2.3957.1_ORF_1	2339	-	3	2085	1	2085	0.9978	1.30180830085366	1
ALL_BATCH_2.3957.1_ORF_2	2339	+	1	145	267	123	1.0674	-0.214069365843435	8.64386177437037e-06
ALL_BATCH_2.3957.1_ORF_3	2339	+	3	642	755	114	1.0717	-0.10974554549312	8.41710771784309e-06
ALL_BATCH_2.3957.1_ORF_4	2339	-	1	1841	1734	108	1.1538	0.22039539394943	1.61906760308019e-05
ALL_BATCH_2.3957.1_ORF_5	2339	+	3	765	869	105	0.8931	0.368604810827753	1.63606850643185e-05
ALL_BATCH_2.3959.1_ORF_1	546	-	2	500	150	351	0.978	1.34567358528879	0.999770244024927
ALL_BATCH_2.3959.1_ORF_2	546	+	1	94	180	87	0.7718	0.44560930700946	0.140690409438032
ALL_BATCH_2.3959.1_ORF_3	546	-	1	249	172	78	0.6914	0.449640990818467	0.10483128550401
ALL_BATCH_2.3968.1_ORF_1	1556	-	1	704	588	117	0.9208	-0.371551004273907	0.000301697544114737
ALL_BATCH_2.3968.1_ORF_2	1556	+	1	658	747	90	0.817	0.0422040855394477	0.000315394699401221
ALL_BATCH_2.3968.1_ORF_3	1556	-	2	547	464	84	0.7804	0.42068455314622	0.000607587730483264
ALL_BATCH_2.3968.1_ORF_4	1556	-	1	107	27	81	0.891	0.0436518711412063	0.000258537783763671
ALL_BATCH_2.3974.1_ORF_1	1775	-	1	1727	798	930	0.9888	1.21025201054212	0.999999993344466
ALL_BATCH_2.3974.1_ORF_2	1775	+	2	128	334	207	0.4335	0.881837875952455	0.0154621431659699
ALL_BATCH_2.3974.1_ORF_3	1775	-	3	246	64	183	0.422	0.717273224640823	0.00515080318069546
ALL_BATCH_2.3974.1_ORF_4	1775	+	3	1482	1562	81	0.9494	0.202921509397203	0.000120530901139328
ALL_BATCH_2.3978.4_ORF_1	2135	+	2	860	1717	858	1.0206	1.12844678523194	0.999999525836393
ALL_BATCH_2.3978.4_ORF_2	2135	+	2	257	466	210	0.5999	0.577218424163637	0.00142039906828411
ALL_BATCH_2.3978.4_ORF_3	2135	-	1	1229	1023	207	1.0483	-0.120329756038546	0.000395182607125423
ALL_BATCH_2.3978.4_ORF_4	2135	-	3	1326	1156	171	1.1481	0.763734465884173	0.0011200808187265
ALL_BATCH_2.3978.4_ORF_5	2135	-	3	765	634	132	0.5977	0.367573631490402	8.42195971523262e-05
